,expId,Compound,Catalog.No.,Rack.Number,M.w.,CAS.Number,Form,Targets..as.supplied.,Target.class..11Mar15.,Molecule.Type,Target.Species,Target.Type,Information,Smiles,Max.Solubility.in.DMSO,URL,Pathway,Plate,Position
235,3,Bisoprolol fumarate,S1206,L1700-02,441.52,104344-23-2,free base,Adrenergic Receptor,Adrenergic Receptor,,Mammalian,Receptor,Bisoprolol is a selective type Beta1 adrenergic receptor blocker.,C1(=C(C=CC(=C1)OCC(O)CNC(C)C)COCCOC(C)C).OC(/C=C/C(O)=O)=O,199,http://www.selleckchem.com/products/Bisoprolol-Fumarate.html,Neuronal Signaling,1,j19
236,3,Calcifediol,S1469,L1700-04,400.64,19356-17-3,free base,Others,N/A,Metabolite,Mammalian,N/A,Calcifediol is a major circulating metabolite of vitamin D3 and acts as a competitive inhibitor with an apparent Ki of 3.9 muM. It also suppresses PTH secretion and mRNA (ED50=2 nM),C1[C@H](CCC(C/1=C/C=C2/[C@]3([C@](CCC2)([C@]([C@@H](CCCC(C)(C)O)C)(CC3)[H])C)[H])=C)O,199,http://www.selleckchem.com/products/Calcifediol.html,Others,1,j20
237,3,Bleomycin Sulfate,S1214,L1700-02,1512.62,9041-93-4,sulfate,DNA/RNA Synthesis,DNA/RNA Metabolism,Synthetic small molecule,Mammalian,Nucleic acid metabolism,Bleomycin Sulfate is a glycopeptide antibiotic and an anticancer agent for squamous cell carcinomas (SCC) with IC50 of 4 nM in UT-SCC-19A cells.,S(=O)(=O)(O)[O-].[C@H](C(C1N=CNC=1)O[C@@H]2[C@@]([C@@H]([C@H]([C@H](O2)CO)O)O)(O[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)OC(N)=O)O)[H])(C(N[C@H]([C@@H]([C@H](C(N[C@H]([C@@H](C)O)C(NCCC4=NC(=CS4)C5=NC(=CS5)C(NCCC[S+](C)C)=O)=O)=O)C)O)C)=O)NC(C6N=C(N=C(C=6C)N)[C@@H](NC[C@H](C(N)=O)N)CC(N)=O)=O,66,http://www.selleckchem.com/products/Bleomycin-sulfate.html,DNA Damage,1,j21
238,3,Zosuquidar (LY335979) 3HCl,S1481,L1700-04,636.99,167465-36-3,hydrochloride,P-gp,PGP,Synthetic small molecule,Mammalian,Metabolism-related,Zosuquidar (LY335979) is a potent modulator of P-glycoprotein-mediated multi-drug resistance with Ki of 60 nM. Phase 3.,C12(=C(C=CC=C1OC[C@@H](CN3CCN(CC3)[C@@H]4C5=C([C@@H]6[C@H](C7=C4C=CC=C7)C(F)(F)6)C=CC=C5)O)N=CC=C2).Cl.Cl.Cl,156,http://www.selleckchem.com/products/LY335979.html,Transmembrane Transporters,1,j22
239,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,j23
240,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,j24
241,3,Saracatinib (AZD0530),S1006,L1700-01,542.03,379231-04-6,free base,Src;Bcr-Abl,SRC;LCK;YES;ERBB;LYN;FYN;FGR;BLK,Synthetic small molecule,Mammalian,Kinase,Saracatinib (AZD0530) is a potent Src inhibitor with IC50 of 2.7 nM; and potent to c-Yes; Fyn; Lyn; Blk; Fgr and Lck; less active for Abl and EGFR (L858R and L861Q). Phase 1/2.,C1=C(C=C2C(=C1OC3CCOCC3)C(=NC=N2)NC4=C(C=CC5=C4OCO5)Cl)OCCN6CCN(CC6)C,184,http://www.selleckchem.com/products/AZD0530.html,Angiogenesis,1,k1
242,3,Epirubicin HCl,S1223,L1700-03,579.98,56390-09-1,hydrochloride,Topoisomerase,TOP2,Synthetic small molecule,Mammalian,Nucleic acid metabolism,Epirubicin HCl; a semisynthetic L-arabino derivative of doxorubicin; is an antineoplastic agent by inhibiting Topoisomerase.,C1(=CC=C2C(=C1OC)C(C3=C(C2=O)C(=C4C(=C3O)[C@@H](C[C@@](C4)(C(CO)=O)O)O[C@]5(C[C@@H]([C@H]([C@@H](O5)C)O)N)[H])O)=O).Cl,200,http://www.selleckchem.com/products/Ellence.html,DNA Damage,1,k2
243,3,Cediranib (AZD2171),S1017,L1700-01,450.51,288383-20-0,free base,VEGFR,VEGFR;KIT;PDGFR,Synthetic small molecule,Mammalian,Kinase,Cediranib (AZD2171) is a highly potent VEGFR(KDR) inhibitor with IC50 of <1 nM; also inhibits Flt1/4 with IC50 of 5 nM/<=3 nM; similar activity against c-Kit and PDGFRBeta; 36-; 110-fold and >1000-fold selective more for VEGFR than PDGFR-A; CSF-1R and Flt3; Phase 2/3.,C1(=C(C=C2C(=C1)C(=NC=N2)OC3=C(C4=C(C=C3)NC(=C4)C)F)OCCCN5CCCC5)OC,199,http://www.selleckchem.com/products/Cediranib.html,Protein Tyrosine Kinase,1,k3
244,3,2-Methoxyestradiol (2-MeOE2),S1233,L1700-03,302.41,362-07-2,free base,HIF,Other,Synthetic small molecule,Mammalian,Other,2-Methoxyestradiol depolymerizes microtubules and blocks HIF-1A nuclear accumulation and HIF-transcriptional activity. Phase 2.,C1(=C(C=C2C(=C1)[C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H](CC4)O)C)[H])[H])[H])O)OC,201,http://www.selleckchem.com/products/2-Methoxyestradiol(2ME2).html,Angiogenesis,1,k4
245,3,Imatinib Mesylate (STI571),S1026,L1700-01,589.71,220127-57-1,mesylate,c-Kit;Bcr-Abl;PDGFR,BCR-ABL;KIT;PDGFR,Synthetic small molecule,Mammalian,Kinase,Imatinib Mesylate (STI571) is an orally bioavailability mesylate salt of Imatinib; which is a multi-target inhibitor of v-Abl; c-Kit and PDGFR with IC50 of 0.6 muM; 0.1 muM and 0.1 muM; respectively.,C1(=CC=C(C(=C1)NC2=NC=CC(=N2)C3=CC=CN=C3)C)NC(=O)C4(=CC=C(C=C4)CN5CCN(CC5)C).OS(C)(=O)=O,200,http://www.selleckchem.com/products/Imatinib-Mesylate.html,Protein Tyrosine Kinase,1,k5
246,3,Vinblastine,S1248,L1700-03,810.97,865-21-4,free base,Microtubule Associated,Microtubules,Natural product,Mammalian,Cytoskeleton,Vinblastine inhibits microtubule formation and supresses nAChR activity with IC50 of 8.9 muM. Phase 2.,C123[C@]4(N(CC1)CC=C[C@@]4(CC)[C@@H]([C@]([C@@]2(N(C5C3=CC(=C(C=5)OC)[C@@]6(C7NC8=CC=CC=C8C=7CC[N@]9C[C@](C[C@](C6)([H])C9)(O)CC)C(OC)=O)C)[H])(O)C(=O)OC)OC(=O)C)[H],83,http://www.selleckchem.com/products/Vinblastine.html,Cytoskeletal Signaling,1,k6
247,3,PI-103,S1038,L1700-01,348.36,371935-74-9,free base,PI3K;Autophagy;DNA-PK;mTOR,PI3K,Synthetic small molecule,Mammalian,Kinase,PI-103 is a multi-targeted PI3K inhibitor for p110A/Beta/δ/gamma with IC50 of 2 nM/3 nM/3 nM/15 nM; less potent to mTOR/DNA-PK with IC50 of 30 nM/23 nM.,C12=C(N=C(N=C1N3CCOCC3)C4=CC=CC(=C4)O)C5=C(O2)N=CC=C5,68,http://www.selleckchem.com/products/PI-103.html,PI3K/Akt/mTOR,1,k7
248,3,Prasugrel,S1258,L1700-03,373.44,150322-43-3,free base,P2 Receptor,P2 Receptor,Synthetic small molecule,Mammalian,Receptor,A novel platelet inhibitor ,C(C(C1C(=CC=CC=1)F)N2CCC3=C(C2)C=C(S3)OC(=O)C)(C4CC4)=O,80,http://www.selleckchem.com/products/Prasugrel.html,Neuronal Signaling,1,k8
249,3,Vandetanib (ZD6474),S1046,L1700-01,475.35,443913-73-3,free base,VEGFR,VEGFR,Synthetic small molecule,Mammalian,Kinase,Vandetanib (ZD6474) is a potent inhibitor of VEGFR2 with IC50 of 40 nM.,C12=C(C(=NC=N1)NC3=C(C=C(C=C3)Br)F)C=C(C(=C2)OCC4CCN(CC4)C)OC,10,http://www.selleckchem.com/products/Vandetanib.html,Protein Tyrosine Kinase,1,k9
250,3,Acarbose,S1271,L1700-03,645.6,56180-94-0,free base,Others,Alpha-glucosidase,Synthetic small molecule,Mammalian,Metabolism-related,Acarbose is an anti-diabetic drug used to treat type 2 diabetes mellitus and; in some countries; prediabetes.,[C@@H]1([C@@H]([C@H]([C@H](O[C@H]1C)O[C@H]2[C@@H]([C@H]([C@H](O[C@H]2CO)O[C@H]3[C@@H]([C@H]([C@@H](O[C@H]3CO)O)O)O)O)O)O)O)N[C@H]4C=C([C@H]([C@@H]([C@@H]4O)O)O)CO,199,http://www.selleckchem.com/products/Acarbose.html,Others,1,k10
251,3,Obatoclax Mesylate (GX15-070),S1057,L1700-01,413.49,803712-79-0,mesylate,Bcl-2;Autophagy,BCL2,Synthetic small molecule,Mammalian,Cell death,Obatoclax (GX15-070) is an antagonist of Bcl-2 with Ki of 0.22 muM; can assist in overcoming MCL-1 mediated resistance to apoptosis. Phase 1/2.,C1(=CC=C2C(=C1)C=C(N2)C3C=C(/C(N=3)=C/C4=C(C=C(N4)C)C)OC).CS(=O)(=O)O,200,http://www.selleckchem.com/products/Obatoclax-Mesylate.html,Apoptosis,1,k11
252,3,Asenapine,S1283,L1700-03,401.84,85650-56-2,maleate,5-HT Receptor;Adrenergic Receptor,5-HT Receptor;Adrenergic Receptor,Synthetic small molecule,Mammalian,Receptor,Asenapine inhibits adrenergic receptor (A1; A2A; A2B; A2C) with Ki of 0.25-1.2 nM and also inhibits 5-HT receptor (1A; 1B; 2A; 2B; 2C; 5A; 6; 7) with Ki of 0.03-4.0 nM. ,C12(=C([C@@]3([C@@](C4=C(O1)C=CC(=C4)Cl)(CN(C3)C)[H])[H])C=CC=C2).C(/C=C\C(=O)O)(=O)O,199,http://www.selleckchem.com/products/Asenapine.html,Neuronal Signaling,1,k12
253,3,AUY922 (NVP-AUY922),S1069,L1700-01,465.54,747412-49-3,free base,HSP (e.g. HSP90),HSP90,Synthetic small molecule,Mammalian,Chaperone,AUY922 (NVP-AUY922) is a highly potent HSP90 inhibitor for HSP90A/Beta with IC50 of 13 nM /21 nM; weaker potency against the HSP90 family members GRP94 and TRAP-1; exhibits the tightest binding of any small-molecule HSP90 ligand. Phase 1/2.,C1(=CC(=C(C=C1C2=C(C(=NO2)C(=O)NCC)C3=CC=C(C=C3)CN4CCOCC4)C(C)C)O)O,199,http://www.selleckchem.com/products/NVP-AUY922.html,Cytoskeletal Signaling,1,k13
254,3,Cilnidipine,S1293,L1700-03,492.52,132203-70-4,free base,Calcium Channel,Calcium Channel,,Mammalian,Channel,Cilnidipine is a calcium channel blocker.,C1=CC=C(C=C1C2C(=C(NC(=C2C(OCCOC)=O)C)C)C(OC/C=C/C3=CC=CC=C3)=O)[N+](=O)[O-],201,http://www.selleckchem.com/products/Cilnidipine.html,Transmembrane Transporters,1,k14
255,3,SU11274,S1080,L1700-01,568.09,658084-23-2,free base,c-Met,MET,Synthetic small molecule,Mammalian,Kinase,SU11274 is a selective Met inhibitor with IC50 of 10 nM; no effects on PGDFRBeta; EGFR or Tie2.,C1(=CC=CC(=C1)N(C)S(C2=CC3=C(C=C2)NC(C/3=C/C4NC(=C(C=4C)C(N5CCN(CC5)C)=O)C)=O)(=O)=O)Cl,161,http://www.selleckchem.com/products/SU11274.html,Protein Tyrosine Kinase,1,k15
256,3,Streptozotocin (STZ),S1312,L1700-03,265.22,18883-66-4,free base,Others,Other,Synthetic small molecule,Bacteria,Metabolism-related,Streptozotocin is a glucosamine-nitrosourea derivative; which is a methylating; carcinogenic; antibiotic and diabetes inducing agent.,[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(N(N=O)C)=O)O,199,http://www.selleckchem.com/products/Streptozotocin.html,Others,1,k16
257,3,KU-55933 (ATM Kinase Inhibitor),S1092,L1700-01,395.49,587871-26-9,free base,ATM/ATR,ATM,Synthetic small molecule,Mammalian,Kinase,KU-55933 is a potent and specific ATM inhibitor with IC50/Ki of 12.9 nM/2.2 nM; and is highly selective for ATM as compared to DNA-PK; PI3K/PI4K; ATR and mTOR.,C1=CC=C2C(=C1)SC3=C(S2)C=CC=C3C4=CC(C=C(O4)N5CCOCC5)=O,83,http://www.selleckchem.com/products/KU-55933.html,DNA Damage,1,k17
258,3,Etomidate,S1329,L1700-03,244.29,33125-97-2,free base,GABA Receptor,GABA Receptor,,Mammalian,Receptor,Etomidate is a GABAA receptors agonist at GABAA receptors.,N1(C(=CN=C1)C(OCC)=O)C(C)C2=CC=CC=C2,200,http://www.selleckchem.com/products/Etomidate.html,Neuronal Signaling,1,k18
259,3,Vatalanib (PTK787) 2HCl,S1101,L1700-01,419.73,212141-51-0,dihydrochloride,c-Kit;VEGFR,VEGFR,Synthetic small molecule,Mammalian,Kinase,Vatalanib (PTK787) is an inhibitor of VEGFR2/KDR with IC50 of 37 nM; less potent against VEGFR1/Flt-1; 18-fold against VEGFR3/Flt-4. Phase 1/2.,C1(=CC=C2C(=C1)C(=NN=C2CC3=CC=NC=C3)NC4=CC=C(C=C4)Cl).Cl.Cl,202,http://www.selleckchem.com/products/Vatalanib;Dihydrochloride-Salt.html,Protein Tyrosine Kinase,1,k19
260,3,Genistein,S1342,L1700-03,270.24,446-72-0,free base,Topoisomerase;EGFR,ERBB,Synthetic small molecule,Mammalian,Kinase,Genistein; a phytoestrogen found in soy products; is a highly specific inhibitor of protein tyrosine kinase (PTK)  which blocks the mitogenic effect mediated by EGF on NIH-3T3 cells with IC50 of 12muM or by insulin with IC50 of 19 muM. ,C1(=CC2=C(C(=C1)O)C(C(=CO2)C3=CC=C(C=C3)O)=O)O,199,http://www.selleckchem.com/products/Genistein.html,Protein Tyrosine Kinase,1,k20
261,3,BI 2536,S1109,L1700-01,521.66,755038-02-9,free base,PLK,PLK,Synthetic small molecule,Mammalian,Kinase,BI2536 is a potent Plk1 inhibitor with IC50 of 0.83 nM. It shows 4- and 11-fold greater selectivity against Plk2 and Plk3. Phase 2.,C1(=CC=C(C(=C1)OC)NC2=NC=C3C(=N2)N([C@@H](C(N3C)=O)CC)C4CCCC4)C(NC5CCN(CC5)C)=O,40,http://www.selleckchem.com/products/BI-2536.html,Cell Cycle,1,k21
262,3,Levetiracetam,S1356,L1700-03,170.21,102767-28-2,free base,Others,SV2A,,Mammalian,Signaling-related,Levetiracetam is an antiepileptic compound.,C1(N(CCC1)[C@H](C(N)=O)CC)=O,199,http://www.selleckchem.com/products/Levetiracetam.html,Others,1,k22
263,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,k23
264,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,k24
265,3,Triciribine,S1117,L1700-02,320.3,35943-35-2,free base,Akt,AKT,Synthetic small molecule,Mammalian,Kinase,Triciribine is a DNA synthesis inhibitor; also inhibits Akt and HIV-1 with IC50 of 130 nM and 20 nM; respectively; does not inhibit PI3K/PDK1; 5000-fold less active in cells lacking adenosine kinase. Phase 1/2.,[C@H]1([C@@H]([C@H](O[C@@H]1N2C3=C4C(=C2)C(=NN(C4=NC=N3)C)N)CO)O)O,199,http://www.selleckchem.com/products/Triciribine.html,PI3K/Akt/mTOR,1,l1
266,3,Epothilone B (EPO906; Patupilone),S1364,L1700-04,507.68,152044-54-7,free base,Microtubule Associated,Microtubules,,Mammalian,Cytoskeleton,Epothilone B is a Taxol-like microtubule-stabilizing agent with EC0.01 of 1.8 muM. Phase 2.,O1[C@@]2(CCC[C@@H]([C@@H]([C@H](C(C([C@@H](CC(O[C@H](C[C@H]12)/C(C)=C/C3N=C(SC=3)C)=O)O)(C)C)=O)C)O)C)C,200,http://www.selleckchem.com/products/Epothilone-B.html,Cytoskeletal Signaling,1,l2
267,3,YM155 (Sepantronium Bromide),S1130,L1700-02,443.29,781661-94-7,bromide,Survivin,Survivin,Synthetic small molecule,Mammalian,Cell death,YM155 is a potent survivin suppressant by inhibiting Survivin promoter activity with IC50 of 0.54 nM; does not significantly inhibit SV40 promoter activity; but is observed to slightly inhibit the interaction of Survivin with XIAP. Phase 1/2.,C1(=CC=C2C(=C1)C(C3=C(C2=O)N(C(=N3CC4=NC=CN=C4)C)CCOC)=O).[Br-],124,http://www.selleckchem.com/products/YM155.html,Apoptosis,1,l3
268,3,Drospirenone,S1377,L1700-04,366.49,67392-87-4,free base,Estrogen/progestogen Receptor,Estrogen/progesterone receptor,Synthetic small molecule,Mammalian,Receptor,Drospirenone is a synthetic progestin that is an analog to spironolactone.,C1C(C=C2[C@](C1)([C@]3([C@@]([C@@]4([C@]2(C4)[H])[H])([C@]5([C@](CC3)([C@@]6([C@@]7([C@]5(C7)[H])[H])OC(CC6)=O)C)[H])[H])[H])C)=O,199,http://www.selleckchem.com/products/Drospirenone.html,Endocrinology & Hormones,1,l4
269,3,17-AAG (Tanespimycin),S1141,L1700-02,585.69,75747-14-7,free base,HSP (e.g. HSP90),HSP90,Synthetic small molecule,Mammalian,Chaperone,17-AAG is a potent HSP90 inhibitor with IC50 of 5 nM; having a 100-fold higher binding affinity for HSP90 derived from tumour cells than HSP90 from normal cells.,C1(=C2C(C(=CC1=O)NC(C(=C\C=C/[C@@H]([C@H](/C(=C/[C@@H]([C@H]([C@H](C[C@@H](C2)C)OC)O)C)C)OC(=O)N)OC)/C)=O)=O)NCC=C,199,http://www.selleckchem.com/products/17-AAG(Geldanamycin).html,Cytoskeletal Signaling,1,l5
270,3,Nafamostat Mesylate,S1386,L1700-04,539.58,82956-11-4,mesylate,Proteasome,Serine protease,Synthetic small molecule,Mammalian,Protease,Nafamostat Mesylate is an anticoagulant. Phase 4.,C1(=CC=C(C=C1)NC(=N)N)C(=O)OC2(=CC3=C(C=C2)C=C(C=C3)C(=N)N).S(O)(C)(=O)=O.S(O)(C)(=O)=O,37,http://www.selleckchem.com/products/Nafamostat-mesylate.html,Proteases,1,l6
271,3,PLX-4720,S1152,L1700-02,413.83,918505-84-7,free base,Raf,RAF,Synthetic small molecule,Mammalian,Kinase,PLX4720 is a potent and selective inhibitor of B-RafV600E with IC50 of 13 nM; equally potent to c-Raf-1(Y340D and Y341D mutations); 10-fold selectivity for B-RafV600E than wild-type B-Raf.,C1(=CN=C2C(=C1)C(=CN2)C(=O)C3=C(C(=CC=C3F)NS(=O)(=O)CCC)F)Cl,200,http://www.selleckchem.com/products/PLX-4720.html,MAPK,1,l7
272,3,Resveratrol,S1396,L1700-04,228.24,501-36-0,free base,Sirtuin;Autophagy,SIRT,Natural product,Mammalian,Epigenetic modifier,Resveratrol is a phytoalexin produced naturally by several plants with anti-cancer; anti-inflammatory; blood-sugar-lowering and other beneficial cardiovascular effects.,C1(=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)O)O)O,201,http://www.selleckchem.com/products/Resveratrol.html,Epigenetics,1,l8
273,3,PA-824,S1162,L1700-02,359.26,187235-37-6,free base,Others,Other,Synthetic small molecule,Bacteria,Other,PA-824 is an anti-tuberculosis drug for tuberculosis with MIC less than 2.8 muM.,O1C2N(C[C@@H](C1)OCC3C=CC(=CC=3)OC(F)(F)F)C=C(N=2)[N+](=O)[O-],200,http://www.selleckchem.com/products/pa-824.html,Others,1,l9
274,3,Bimatoprost,S1407,L1700-04,415.57,155206-00-1,free base,Others,Other,,Mammalian,Other,Bimatoprost is a prostaglandin analog used topically (as eye drops) to control the progression of glaucoma and in the management of ocular hypertension.,C1=CC=C(C=C1)CCC(O)/C=C/[C@@H]2[C@H]([C@H](C[C@H]2O)O)C/C=C\CCCC(=O)NCC,86,http://www.selleckchem.com/products/Bimatoprost.html,Others,1,l10
275,3,WZ3146,S1170,L1700-02,464.95,1214265-56-1,free base,EGFR,ERBB,Synthetic small molecule,Mammalian,Kinase,WZ3146 is a mutant-selective irreversible inhibitor of EGFR(L858R) and EGFR(E746_A750) with IC50 of 2 nM and 2 nM; does not inhibit ERBB2 phosphorylation (T798I).,C1(=CC=C(C=C1)NC2=NC=C(C(=N2)OC3=CC(=CC=C3)NC(C=C)=O)Cl)N4CCN(CC4)C,200,http://www.selleckchem.com/products/WZ3146.html,Protein Tyrosine Kinase,1,l11
276,3,Rolipram,S1430,L1700-04,275.34,61413-54-5,free base,PDE,PDE,Synthetic small molecule,Mammalian,Metabolism-related,Rolipram is a PDE4-inhibitor and an anti-inflammatory agent.Phase 1.,C1(=C(C=CC(=C1)C2CNC(C2)=O)OC)OC3CCCC3,199,http://www.selleckchem.com/products/Rolipram.html,Metabolism,1,l12
277,3,WZ8040,S1179,L1700-02,481.01,1214265-57-2,free base,EGFR,ERBB,Synthetic small molecule,Mammalian,Kinase,WZ8040 is a novel mutant-selective irreversible EGFRT790M inhibitor; does not inhibit ERBB2 phosphorylation (T798I).,C1(=CC=C(C=C1)NC2=NC=C(C(=N2)SC3=CC(=CC=C3)NC(C=C)=O)Cl)N4CCN(CC4)C,199,http://www.selleckchem.com/products/WZ8040.html,Protein Tyrosine Kinase,1,l13
278,3,Venlafaxine,S1441,L1700-04,313.86,99300-78-4,hydrochloride,5-HT Receptor,SLC6A4 (SERT);SLC6A2 (NET),Synthetic small molecule,Mammalian,Signaling-related,Venlafaxine is an arylalkanolamine serotonin-norepinephrine reuptake inhibitor (SNRI).,C1(CCCCC1(C(CN(C)C)C2=CC=C(C=C2)OC)O).Cl,176,http://www.selleckchem.com/products/Venlafaxine-hydrochloride.html,Neuronal Signaling,1,l14
279,3,Bicalutamide,S1190,L1700-02,430.37,90357-06-5,free base,Androgen Receptor,Androgen Receptor,Synthetic small molecule,Mammalian,Receptor,Bicalutamide is an androgen receptor (AR) antagonist with IC50 of 0.16 muM.,C(C(CS(=O)(=O)C1C=CC(=CC=1)F)(C)O)(=O)NC2C=C(C(=CC=2)C#N)C(F)(F)F,199,http://www.selleckchem.com/products/Bicalutamide(Casodex).html,Endocrinology & Hormones,1,l15
280,3,Ispinesib (SB-715992),S1452,L1700-04,517.06,336113-53-2,free base,Kinesin,KSP,Synthetic small molecule,Mammalian,Cytoskeleton,Ispinesib (SB-715992; CK0238273) is a potent; specific and reversible inhibitor of kinesin spindle protein (KSP) with Ki app of 1.7 nM; no inhibition to CENP-E; RabK6; MCAK; MKLP1; KHC or Kif1A. Phase 1/2.,C1=CC(=CC=C1)CN2C(C3=C(N=C2[C@H](N(CCCN)C(C4=CC=C(C=C4)C)=O)C(C)C)C=C(C=C3)Cl)=O,199,http://www.selleckchem.com/products/Ispinesib-mesilate(SB-715992).html,Cytoskeletal Signaling,1,l16
281,3,Irinotecan,S1198,L1700-02,586.68,97682-44-5,free base,Topoisomerase,TOP1,Synthetic small molecule,Mammalian,Nucleic acid metabolism,Irinotecan is a topoisomerase I inhibitor for LoVo cells and HT-29 cells with IC50 of 15.8 muM and 5.17 muM; respectively.,N1(CCCCC1)C2CCN(CC2)C(=O)OC3=CC4=C(C5=C(N=C(C=C3)4)C6=CC7=C(C(N(C5)6)=O)COC([C@@]7(O)CC)=O)CC,17,http://www.selleckchem.com/products/Irinotecan.html,DNA Damage,1,l17
282,3,SP600125,S1460,L1700-04,220.23,129-56-6,free base,JNK,JNK,Synthetic small molecule,Mammalian,Kinase,SP600125 is a broad-spectrum JNK inhibitor for JNK1; JNK2 and JNK3 with IC50 of 40 nM; 40 nM and 90 nM; respectively; 10-fold greater selectivity against MKK4; 25-fold greater selectivity against MKK3; MKK6; PKB; and PKCA; and 100-fold selectivity against ERK2; p38; Chk1; EGFR etc.,C1C=CC2=C(C=1)C(C3=C4C2=NNC4=CC=C3)=O,199,http://www.selleckchem.com/products/SP600125.html,MAPK,1,l18
283,3,Tivozanib (AV-951),S1207,L1700-02,454.86,475108-18-0,free base,VEGFR;PDGFR;c-Kit,VEGFR;EPH;PDGFR,Synthetic small molecule,Mammalian,Kinase,Tivozanib (AV-951) is a potent and selective VEGFR inhibitor for VEGFR1/2/3 with IC50 of 30 nM/6.5 nM/15 nM; and also inhibits PDGFR and c-Kit; low activity observed against FGFR-1; Flt3; c-Met EGFR and IGF-1R. Phase 3.,C1(=CC=C(C(=C1)Cl)NC(=O)NC2C=C(ON=2)C)OC3=CC=NC4=C3C=C(C(=C4)OC)OC,43,http://www.selleckchem.com/products/AV-951.html,Protein Tyrosine Kinase,1,l19
284,3,TSU-68 (SU6668; Orantinib),S1470,L1700-04,310.35,252916-29-3,free base,VEGFR;PDGFR;FGFR,PDGFR,Synthetic small molecule,Mammalian,Kinase,SU6668 has greatest potency against PDGFR autophosphorylation with Ki of 8 nM; but also strongly inhibits Flk-1 and FGFR1 trans-phosphorylation; little activity against IGF-1R; Met; Src; Lck; Zap70; Abl and CDK2; does not inhibit EGFR. Phase 3.,C1=CC=C2C(=C1)/C(C(N2)=O)=C/C3NC(=C(C=3C)CCC(O)=O)C,199,http://www.selleckchem.com/products/TSU-68(SU6668).html,Protein Tyrosine Kinase,1,l20
285,3,Carboplatin,S1215,L1700-02,371.25,41575-94-4,free base,DNA/RNA Synthesis,Nucleic acids,Synthetic small molecule,Mammalian,Double stranded DNA,Carboplatin is a DNA synthesis inhibitor by binding to DNA and interfering with the cell's repair mechanism.,[Pt+2].[O-]C(C1(C([O-])=O)CCC1)=O.N.N,10,http://www.selleckchem.com/products/Carboplatin.html,DNA Damage,1,l21
286,3,Daclatasvir (BMS-790052),S1482,L1700-04,738.88,1009119-64-5,free base,HCV Protease,HCV Protease,Synthetic small molecule,Virus,Protease,BMS-790052 is a highly selective inhibitor of HCV NS5A with EC50 of 9-50 pM; for a broad range of HCV replicon genotypes and the JFH-1 genotype 2a infectious virus in cell culture. Phase 3.,C1=CC(=CC=C1C2=CN=C(N2)[C@H]3N(CCC3)C([C@H](C(C)C)NC(OC)=O)=O)C4=CC=C(C=C4)C5=CN=C(N5)[C@H]6N(CCC6)C([C@H](C(C)C)NC(OC)=O)=O,200,http://www.selleckchem.com/products/BMS-790052.html,Proteases,1,l22
287,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,l23
288,3,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,l24
289,3,FG-4592,S1007,L1700-01,352.34,808118-40-3,free base,HIF,PHD,Synthetic small molecule,Mammalian,Metabolism-related,FG-4592 is an HIFA prolyl hydroxylase inhibitor; stabilizes HIF-2 and induces EPO production. Phase 2/3.,C12=C(C(=NC(=C1O)C(NCC(O)=O)=O)C)C=C(C=C2)OC3=CC=CC=C3,201,http://www.selleckchem.com/products/fg-4592.html,Angiogenesis,1,m1
290,3,Oxaliplatin,S1224,L1700-03,397.29,61825-94-3,free base,DNA/RNA Synthesis,Nucleic acids,Synthetic small molecule,Mammalian,Double stranded DNA,Oxaliplatin inhibits DNA synthesis by forming DNA adducts.,[Pt+2].[O-]C(C([O-])=O)=O.C1CC[C@H]([C@@H](C1)N)N,35,http://www.selleckchem.com/products/Eloxatin.html,DNA Damage,1,m2
291,3,Dovitinib (TKI-258; CHIR-258),S1018,L1700-01,392.43,405169-16-6,citrate,FGFR;FLT3;c-Kit;VEGFR;PDGFR,FLT3;KIT;FGFR,Synthetic small molecule,Mammalian,Kinase,Dovitinib (TKI258; CHIR258) is a multitargeted RTK inhibitor; mostly for class III (FLT3/c-Kit) with IC50 of 1 nM/2 nM; also potent to class IV (FGFR1/3) and class V (VEGFR1-4) RTKs with IC50 of 8-13 nM; less potent to InsR; EGFR; c-Met; EphA2; Tie2; IGF-1R and HER2. Phase 4.,C1=CC=C(C2=C1NC(C(=C2N)C3NC4=C(N=3)C=CC(=C4)N5CCN(CC5)C)=O)F,76,http://www.selleckchem.com/products/CHIR-258.html,Angiogenesis,1,m3
