"","expId","Compound","Catalog.No.","Rack.Number","M.w.","CAS.Number","Form","Targets..as.supplied.","Target.class..11Mar15.","Molecule.Type","Target.Species","Target.Type","Information","Smiles","Max.Solubility.in.DMSO","URL","Pathway","Plate","Position","Screen","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24","phenotypic_Marker","0","2","4","6","8","10","12","14","16","18","20","22","24"
"511","2","(6-)epsilon-​aminocaproic acid","S1671","L1700-06",131.17,"60-32-2","free base","Others","Other","Synthetic small molecule","N/A","Other","(6-）E-​Aminocaproic acid is a derivative and analogue of the amino acid lysine.","NCCCCCC(O)=O",45,"http://www.selleckchem.com/products/Aminocaproic-acid(Amicar).html","Others",2,"f7","ENTER_SCREEN_NAME","Confluency",73.85225,64.57756,62.50032,61.14128,60.33818,59.4282,59.01936,58.49406,58.93616,58.41921,58.23341,57.43638,56.78473,"Sytox Green",45.48158,89.10677,134.1243,187.9596,242.259,275.6741,298.4149,312.8019,339.7196,364.7809,394.019,408.8701,419.0803,"mCherry",0,5,9,13,13,14,18,23,16,11,7,7,4
"512","2","Lacidipine ","S1994","L1700-08",455.54,"103890-78-4","free base","Calcium Channel","Calcium Channel","","Mammalian","Channel","Lacidipine (Lacipil; Motens) is a L-type calcium channel blocker. ","C1=CC=CC(=C1C2C(=C(NC(=C2C(OCC)=O)C)C)C(OCC)=O)/C=C/C(=O)OC(C)(C)C",199,"http://www.selleckchem.com/products/lacidipine-lacipil-motens.html","Transmembrane Transporters",2,"f8","ENTER_SCREEN_NAME","Confluency",75.16602,65.34885,63.7101,63.51526,63.40094,62.45606,62.35238,61.86399,61.96114,62.61939,60.83597,60.55641,61.2242,"Sytox Green",30.63045,96.53233,165.2188,248.2923,308.625,357.3553,393.0908,416.7598,435.3237,465.4901,485.4463,494.7282,511.8998,"mCherry",2,10,15,14,17,15,13,14,10,10,10,9,6
"513","2","Mesalamine","S1681","L1700-06",153.14,"89-57-6","free base","Others","ROS","Synthetic small molecule","Mammalian","ROS","Mesalamine is an anti-inflammatory compound.","C1=C(C(=CC=C1N)O)C(O)=O",202,"http://www.selleckchem.com/products/Mesalamine(Lialda).html","Others",2,"f9","ENTER_SCREEN_NAME","Confluency",74.99076,64.6091,62.09367,61.56025,61.45587,60.23385,59.25574,58.16438,58.71867,58.59702,57.42122,57.70905,56.57747,"Sytox Green",38.98421,92.35545,146.1908,205.5953,252.4692,300.2713,309.5532,311.4096,323.4761,343.4323,365.709,398.1959,424.1854,"mCherry",2,4,5,7,9,7,15,8,10,11,7,6,5
"514","2","BMS-265246","S2014","L1700-08",345.34,"582315-72-8","free base","CDK","CDK","Synthetic small molecule","Mammalian","Kinase","BMS-265246 is a potent and selective CDK1/2 inhibitor with IC50 of 6 nM/9 nM. It is 25-fold more selective for CDK1/2 than CDK4.","C(=O)(C1C(=CC(=CC=1F)C)F)C2C(=C3C(=NC=2)NN=C3)OCCCC",57,"http://www.selleckchem.com/products/bms-265246.html","Cell Cycle",2,"f10","ENTER_SCREEN_NAME","Confluency",79.11762,74.42222,73.57136,73.18184,72.11703,71.6689,70.9169,70.89771,71.09713,71.26325,70.31976,70.57285,70.44456,"Sytox Green",34.80733,98.85282,144.7985,246.4359,341.1118,420.4726,461.3132,500.7615,528.1432,561.0942,579.6581,623.7474,649.7369,"mCherry",0,0,2,8,17,25,28,30,23,22,16,13,14
"515","2","Torsemide ","S1698","L1700-06",348.42,"56211-40-6","free base","Others","NKCC","Synthetic small molecule","Mammalian","Metabolism-related","Torsemide (Demadex) is a pyridine-sulfonyl urea type loop diuretic with an IC50 of 2.7 +/- 0.17 muM.","C1(=C(C=CN=C1)NC2=CC(=CC=C2)C)S(NC(NC(C)C)=O)(=O)=O",10,"http://www.selleckchem.com/products/Torsemide(Demadex).html","Others",2,"f11","ENTER_SCREEN_NAME","Confluency",65.9664,58.64888,57.42106,57.14197,56.30042,56.0681,55.21464,55.13316,54.22592,54.01951,53.3315,53.37771,53.2439,"Sytox Green",15.77932,76.57613,141.0857,199.562,247.3641,284.956,303.0558,333.6863,354.5707,373.5987,398.1959,420.4726,436.2519,"mCherry",1,3,6,10,12,11,10,10,9,7,7,3,3
"516","2","Ginkgolide A","S2026","L1700-08",408.4,"15291-75-5","free base","GABA Receptor","GABA Receptor","","Mammalian","Receptor","Ginkgolide A is an extract from in Ginkgo biloba and a g-aminobutyric acid (GABA) antagonist with a Ki of 14.5 muM.","O=C1[C@]([C@]2([C@@](O1)(CC34[C@@]52C(O[C@@]3(C[C@](C64[C@@H](OC([C@]6(O)[H])=O)O5)(C(C)(C)C)[H])[H])=O)[H])O)(C)[H]",200,"http://www.selleckchem.com/products/ginkgolide-a.html","Neuronal Signaling",2,"f12","ENTER_SCREEN_NAME","Confluency",61.96704,52.74759,51.43531,50.62238,50.18377,49.44038,48.77753,48.78975,47.66088,47.11547,47.11823,47.19617,46.6487,"Sytox Green",30.63045,85.85809,140.6216,199.562,246.4359,271.9613,285.4201,302.5917,308.625,331.8299,351.322,371.7423,380.5602,"mCherry",3,6,9,16,14,15,10,9,12,6,3,4,3
"517","2","Estradiol","S1709","L1700-06",272.38,"50-28-2","free base","Others","Estrogen/progesterone receptor","Metabolite","Mammalian","Metabolism-related","Estradiol is the predominant sex hormone.","C1C(=CC2=C(C=1)[C@]3([C@@](CC2)([C@]4([C@](CC3)([C@@H](CC4)O)C)[H])[H])[H])O",198,"http://www.selleckchem.com/products/Estradiol.html","Others",2,"f13","ENTER_SCREEN_NAME","Confluency",65.46289,54.85298,52.96551,52.53966,51.51146,50.80054,50.37642,49.57831,49.25285,48.6351,48.30366,49.09215,47.77478,"Sytox Green",19.9562,79.82481,160.1137,219.0542,267.7844,303.5199,319.2993,331.3658,350.8579,371.2782,392.6267,411.6547,440.8929,"mCherry",1,5,9,11,12,8,6,6,5,4,3,4,4
"518","2","Candesartan Cilexetil","S2037","L1700-08",610.66,"145040-37-5","free base","RAAS","AT1/2","","Mammalian","Receptor","Candesartan Cilexetil is a specific nonpeptide Ang II receptor (ATR)  antagonist and the prodrug of candesartan which is an ATR antagonist with an IC50 of 15 mug/kg","C1CCCC(C1)OC(OC(OC(=O)C2=CC=CC3=C2N(C(=N3)OCC)CC4=CC=C(C=C4)C5=C(C=CC=C5)C6=NN=NN6)C)=O",199,"http://www.selleckchem.com/products/Candesartan-cilexetil-Atacand.html","Endocrinology & Hormones",2,"f14","ENTER_SCREEN_NAME","Confluency",71.79925,64.39105,61.66276,61.61267,60.23187,59.08725,56.9501,56.31642,55.83309,56.0078,54.91923,54.40665,54.09897,"Sytox Green",28.77406,77.50433,101.6374,142.9421,167.0752,184.2468,199.562,229.2643,252.4692,281.7073,307.2327,334.1504,367.5654,"mCherry",2,5,4,10,10,5,7,6,9,9,5,3,4
"519","2","Azathioprine","S1721","L1700-06",277.26,"446-86-6","free base","Others","Glutamine phosphoribosylpyrophosphate amidotransferase (GPAT)","Synthetic small molecule","Mammalian","Nucleic acid metabolism","Azathioprine (Azasan; Imuran) is a drug that suppresses the immune system and is used in organ transplantation and autoimmune disease. ","N1=CN=C2C(=C1SC3=C(N=CN3C)[N+](=O)[O-])NC=N2",194,"http://www.selleckchem.com/products/Azathioprine(Azasan).html","Others",2,"f15","ENTER_SCREEN_NAME","Confluency",75.24712,66.99397,65.52431,64.4675,65.44046,64.04407,63.7877,62.90218,62.44283,62.32872,61.75934,61.19374,60.3427,"Sytox Green",32.48684,98.38873,166.6111,225.0874,271.9613,310.0173,333.6863,342.9683,359.2117,388.4498,413.047,446.9261,463.6337,"mCherry",1,5,9,16,21,18,16,11,10,18,13,10,8
"520","2","Pioglitazone HCl","S2046","L1700-08",392.9,"112529-15-4","hydrochloride","P450 (e.g. CYP17)","CYP2C8;CYP3A4","Synthetic small molecule","Mammalian","Metabolism-related","Pioglitazone HCl is a hydrochloride salt form of pioglitazone which is a cytochrome P450 (CYP)2C8 and CYP3A4 enzymes inhibitor for CYP2C8; CYP3A4 and CYP2C9 with Ki of 1.7 muM; 11.8 muM and 32.1 muM; respectively.","C1(=CC=C(N=C1)CCOC2=CC=C(C=C2)CC3C(NC(S3)=O)=O)CC.Cl",201,"http://www.selleckchem.com/products/pioglitazone-hydrochloride-actos.html","Metabolism",2,"f16","ENTER_SCREEN_NAME","Confluency",76.92187,68.53963,66.65054,66.42375,65.50954,66.08694,63.40816,64.97117,63.56436,62.38316,62.63149,61.10304,61.12609,"Sytox Green",38.05602,106.2784,166.6111,238.5462,291.4534,328.1171,358.2835,369.4218,405.1573,426.0417,452.0312,485.4463,501.6897,"mCherry",1,6,12,13,11,11,10,14,12,14,10,8,6
"521","2","Meloxicam","S1734","L1700-06",351.4,"71125-38-7","free base","Others","COX","Synthetic small molecule","Mammalian","Metabolism-related","Meloxicam (Mobic) is a nonsteroidal anti-inflammatory agent with analgesic and fever reducer effects.","C1(N(S(C2=C(C=1O)C=CC=C2)(=O)=O)C)C(=O)NC3=NC=C(S3)C",85,"http://www.selleckchem.com/products/Meloxicam(Mobic).html","Others",2,"f17","ENTER_SCREEN_NAME","Confluency",68.86834,61.47196,60.16358,59.61764,58.57804,58.89529,58.24214,57.30551,57.30859,57.8945,57.1415,56.61617,56.38969,"Sytox Green",19.02801,92.81956,145.2626,221.8387,283.5638,324.4043,345.7528,362.9245,379.632,394.9472,417.688,443.2134,458.5286,"mCherry",1,4,11,14,15,10,9,15,9,6,6,4,1
"522","2","Bromhexine HCl","S2060","L1700-08",412.59,"611-75-6","hydrochloride","Others","Other;ROS","Synthetic small molecule","Mammalian","Other","Bromhexine hydrochloride is a medication prescribed for coughs which works by dissolving hard phlegm.","C1(=CC(=C(C(=C1)CN(C)C2CCCCC2)N)Br)Br.Cl",14,"http://www.selleckchem.com/products/bromhexine-hydrochloride.html","Others",2,"f18","ENTER_SCREEN_NAME","Confluency",68.77434,62.08434,60.57136,60.60757,60.33466,59.42229,59.04975,59.07497,58.35303,58.56873,57.84521,57.3089,57.73664,"Sytox Green",28.77406,103.0297,169.8598,249.6846,309.5532,345.2887,373.1346,378.7038,390.3062,407.9419,433.9314,448.3185,466.4182,"mCherry",1,4,9,12,12,19,18,16,10,8,4,5,4
"523","2","Nevirapine ","S1742","L1700-06",266.3,"129618-40-2","free base","Reverse Transcriptase","Reverse Transcriptase","Synthetic small molecule","Virus","Reverse Transcriptase","Nevirapine(Viramune) is a non-nucleoside reverse transcriptase inhibitor (NNRTI) used to treat HIV-1 infection and AIDS.","N1(C2CC2)C3=C(NC(C4=C1N=CC=C4)=O)C(=CC=N3)C",199,"http://www.selleckchem.com/products/Nevirapine(Viramune).html","Microbiology",2,"f19","ENTER_SCREEN_NAME","Confluency",69.76627,61.1477,59.19509,58.40304,59.15281,57.88341,58.26849,56.88324,56.39579,56.33807,56.40341,55.45021,56.17999,"Sytox Green",28.77406,94.21185,159.1855,225.0874,280.7791,313.266,335.0786,352.7143,374.991,387.0575,417.688,435.7878,453.4235,"mCherry",2,8,5,10,7,15,11,7,16,11,4,5,2
"524","2","Mecarbinate","S2074","L1700-08",233.26,"15574-49-9","free base","Others","Other","Synthetic small molecule","N/A","Other","Mecarbinate is a chemical intermediate of arbidol hydrochloride.","C1=C(C=C2C(=C1)N(C(=C2C(=O)OCC)C)C)O",201,"http://www.selleckchem.com/products/mecarbinate.html","Others",2,"f20","ENTER_SCREEN_NAME","Confluency",69.72807,61.60462,59.28521,60.14336,58.76461,58.8732,58.25253,57.8867,57.75846,57.27113,56.83297,56.24468,55.75152,"Sytox Green",24.13308,99.31693,161.506,246.9,305.8404,361.0681,368.9577,392.6267,413.9752,429.7545,453.4235,477.0925,489.1591,"mCherry",0,2,3,12,17,15,17,15,15,16,13,12,11
"525","2","Suprofen ","S1761","L1700-06",260.31,"40828-46-4","free base","Others","COX","Synthetic small molecule","Mammalian","Metabolism-related","Suprofen (Profenal) is an NSAID.","C1(=CC=C(C=C1)C(C(O)=O)C)C(C2SC=CC=2)=O",199,"http://www.selleckchem.com/products/Suprofen(Profenal).html","Others",2,"f21","ENTER_SCREEN_NAME","Confluency",78.99591,70.95816,69.4081,68.57455,67.90684,66.87337,66.66937,66.29619,65.62289,65.92953,65.05894,64.44894,64.36238,"Sytox Green",27.84587,97.46053,157.3291,237.154,305.8404,355.4989,380.0961,404.6933,429.7545,460.385,480.3412,502.1538,530.9279,"mCherry",0,2,10,18,22,19,20,20,19,20,15,11,13
"526","2","Trimebutine","S2085","L1700-08",387.47,"39133-31-8","free base","Opioid Receptor","Opioid Receptor","Synthetic small molecule","Mammalian","Receptor","Trimebutine is an agonist of peripheral mu; kappa and delta opiate receptors; used as spasmolytic agent for treatment of both acute and chronic abdominal pain.","C1(=C(C(=CC(=C1)C(OCC(C2=CC=CC=C2)(CC)N(C)C)=O)OC)OC)OC",129,"http://www.selleckchem.com/products/trimebutine.html","Neuronal Signaling",2,"f22","ENTER_SCREEN_NAME","Confluency",73.31434,64.47128,63.76838,63.55439,62.66526,61.61007,60.95646,60.44531,60.42024,59.30355,59.13251,58.67158,58.27307,"Sytox Green",31.09455,90.96317,137.837,207.9158,272.8895,313.266,337.8632,370.8141,397.7318,414.9034,435.3237,455.2799,484.054,"mCherry",2,5,10,14,24,18,10,13,14,13,10,7,7
"527","2","K02288","S7359","L1700-21",352.38,"1431985-92-0","free base","TGF-beta/Smad","ALK2/1/6","Synthetic small molecule","Mammalian","Kinase","K02288 is a potent; and selective type I BMP receptor inhibitor with IC50 of 1.1; 1.8; 6.4 nM for ALK2; ALK1 and ALK6; showing weaker inhibition on other ALKs (3; 4; 5) and ActRIIA.","N1=CC(=CC(=C1N)C2=CC(=C(C(=C2)OC)OC)OC)C3=CC=CC(=C3)O",198,"http://www.selleckchem.com/products/k02288.html","TGF-beta/Smad",2,"f23","ENTER_SCREEN_NAME","Confluency",79.09969,71.90633,70.16152,68.58669,68.36954,66.24961,65.83089,65.51077,64.7105,63.43209,63.40556,62.78567,62.9834,"Sytox Green",24.13308,158.7214,206.5235,281.2433,324.4043,368.4936,398.66,418.6162,442.2852,457.1363,481.7335,515.6126,523.0382,"mCherry",0,2,4,8,9,11,13,16,15,11,12,12,5
"528","2","Rocilinostat (ACY-1215)","S8001","L1700-21",433.5,"1316214-52-4","free base","HDAC","HDAC","Synthetic small molecule","Mammalian","Epigenetic modifier","Rocilinostat (ACY-1215) is a selective HDAC6 inhibitor with IC50 of 5 nM. It is >10-fold more selective for HDAC6 than HDAC1/2/3 (class I HDACs) with slight activity against HDAC8; minimal activity against HDAC4/5/7/9/11; Sirtuin1; and Sirtuin2.","C1=CC=CC(=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(NO)=O",200,"http://www.selleckchem.com/products/rocilinostat-acy-1215.html","Epigenetics",2,"f24","ENTER_SCREEN_NAME","Confluency",71.20401,63.34694,63.02071,62.7116,61.16694,60.19139,59.87125,60.11,59.26353,58.88452,58.01963,57.30093,55.60409,"Sytox Green",27.84587,74.25565,153.6164,235.7617,303.0558,354.1066,373.5987,404.2292,439.0365,465.026,487.7668,506.3307,537.4252,"mCherry",0,4,12,14,23,25,24,26,23,21,21,21,17
"529","2","Naratriptan ","S1488","L1700-05",371.93,"143388-64-1","free base","5-HT Receptor","5-HT Receptor","Synthetic small molecule","Mammalian","Receptor","Naratriptan (Amerge) is a triptan agent that is used for the treatment of migraine headaches.","C1(=CC=C2C(=C1)C(=CN2)C3CCN(CC3)C)CCS(=O)(=O)NC.Cl",198,"http://www.selleckchem.com/products/Naratriptan(Amerge).html","Neuronal Signaling",2,"g1","ENTER_SCREEN_NAME","Confluency",73.87476,64.24996,64.92822,66.06928,64.88227,65.01455,64.87328,64.25544,65.16555,64.5668,63.93231,62.43327,62.91519,"Sytox Green",30.16636,93.28365,269.6408,438.1083,543.4585,614.9296,674.7982,702.644,736.0591,754.623,767.1536,774.5792,795.4636,"mCherry",4,5,14,18,23,22,22,26,21,21,19,17,14
"530","2","Toremifene Citrate","S1776","L1700-07",598.08,"89778-27-8","citrate","Estrogen/progestogen Receptor","Estrogen/progesterone receptor","Synthetic small molecule","Mammalian","Receptor","Toremifene Citrate is an oral selective estrogen receptor modulator (SERM) which helps oppose the actions of estrogen in the body.","C1(=C(C=CC(=C1)/C(C2=CC=CC=C2)=C(\C3=CC=CC=C3)CCCl)OCCN(C)C).OC(CC(CC(=O)O)(C(=O)O)O)=O",200,"www.selleckchem.com/products/Toremifene-Citrate(Fareston).html","Endocrinology & Hormones",2,"g2","ENTER_SCREEN_NAME","Confluency",82.10565,73.07914,70.77144,70.63303,70.28931,68.81963,69.01458,68.17904,68.08033,67.5621,67.78965,67.09766,66.88235,"Sytox Green",32.48684,96.99644,156.8651,257.1102,336.0068,394.4831,430.2186,455.744,484.5181,517.9331,542.5303,558.3096,574.0889,"mCherry",0,9,10,17,25,27,26,19,15,11,11,7,7
"531","2","Dyphylline","S1504","L1700-05",254.24,"479-18-5","free base","PDE","Other","","Mammalian","Metabolism-related","Dyphylline is a xanthine derivative with bronchodilator and vasodilator effects.","N1(C(N(C2=C(C1=O)N(C=N2)CC(CO)O)C)=O)C",200,"http://www.selleckchem.com/products/Dyphylline(Dilor).html","Metabolism",2,"g3","ENTER_SCREEN_NAME","Confluency",75.35686,66.4285,65.2947,65.10022,64.71725,64.93903,64.00497,63.95816,63.28637,62.93093,63.82403,62.85462,62.81053,"Sytox Green",28.30996,78.43253,129.4833,196.7775,263.6075,320.6916,344.8246,363.3885,384.2729,398.66,420.4726,438.5724,464.0978,"mCherry",3,10,12,24,18,24,28,26,14,18,20,13,10
"532","2","Ramipril ","S1793","L1700-07",416.51,"87333-19-5","free base","RAAS","Angiotensin-converting enzyme","Synthetic small molecule","Mammalian","Metabolism-related","Ramipril is an angiotensin-converting enzyme (ACE) inhibitor with IC50 of 5 nM.","C1=CC=CC=C1CC[C@@H](C(=O)OCC)N[C@H](C(N2[C@H](C[C@H]3[C@H](CCC3)2)C(O)=O)=O)C",199,"http://www.selleckchem.com/products/Ramipril(Altace).html","Endocrinology & Hormones",2,"g4","ENTER_SCREEN_NAME","Confluency",73.60369,62.65835,61.06733,60.87091,60.4937,59.56179,59.10252,58.92055,58.82728,59.43818,57.95502,57.95503,57.30814,"Sytox Green",40.37651,117.4167,180.9981,260.8229,318.3711,355.0348,380.0961,399.5882,415.8316,435.3237,464.5619,491.4795,507.723,"mCherry",3,6,7,13,16,14,18,17,16,14,9,9,9
"533","2","CCT129202","S1519","L1700-05",497.02,"942947-93-5","free base","Aurora Kinase","Aurora Kinase","Synthetic small molecule","Mammalian","Kinase","CCT129202 is an ATP-competitive pan-Aurora inhibitor for Aurora A; Aurora B and Aurora C with IC50 of 0.042 muM; 0.198 muM and 0.227 muM; respectively. It is less potent to FGFR3; GSK3Beta; PDGFRBeta; etc.","C1(=CN=C2C(=C1N3CCN(CC3)CC(NC4SC=CN=4)=O)N=C(N2)C5=CC=C(C=C5)N(C)C)Cl",10,"http://www.selleckchem.com/products/CCT129202.html","Cell Cycle",2,"g5","ENTER_SCREEN_NAME","Confluency",70.88599,63.64089,58.99635,58.23227,57.74878,55.39786,54.34566,53.09206,53.63377,53.69338,53.06683,53.6476,52.57891,"Sytox Green",28.30996,144.3344,180.9981,215.8055,251.0769,294.238,314.6583,347.1451,368.4936,409.7983,451.5671,477.0925,516.0767,"mCherry",1,4,2,3,3,2,1,5,6,6,4,6,2
"534","2","Nifedipine","S1808","L1700-07",346.33,"21829-25-4","free base","Others","Calcium Channel","Synthetic small molecule","Mammalian","Channel","Nifedipine (Adalat); a potent vasodilator agent with calcium antagonistic action.","C1=CC(=C(C=C1)[N+]([O-])=O)C2C(=C(NC(=C2C(=O)OC)C)C)C(OC)=O",199,"http://www.selleckchem.com/products/Nifedipine(Adalat).html","Others",2,"g6","ENTER_SCREEN_NAME","Confluency",69.41448,58.37093,56.36453,55.65975,55.49772,53.77691,53.87704,53.1843,52.87067,52.86664,52.4212,51.78019,51.79246,"Sytox Green",15.77932,75.64793,135.5166,191.2083,239.4744,277.5305,303.984,327.653,342.9683,354.1066,376.3833,392.1626,411.1906,"mCherry",0,2,3,5,14,11,8,7,5,7,4,6,4
"535","2","BIX 02188","S1530","L1700-05",412.48,"1094614-84-2","free base","MEK","MEK","Synthetic small molecule","Mammalian","Kinase","BIX02188 is a selective inhibitor of MEK5 with IC50 of 4.3 nM; also inhibits ERK5 catalytic activity with IC50 of 810 nM; and does not inhibit closely related kinases MEK1; MEK2; ERK2; and JNK2.","C1=C(C=C2C(=C1)/C(C(N2)=O)=C(/NC3=CC(=CC=C3)CN(C)C)C4=CC=CC=C4)C(NC)=O",104,"http://www.selleckchem.com/products/BIX-02188.html","MAPK",2,"g7","ENTER_SCREEN_NAME","Confluency",79.32508,69.21054,64.88204,65.45731,62.46744,60.7401,59.43269,58.16408,57.51218,58.376,56.55015,55.74176,56.02014,"Sytox Green",30.16636,96.06824,174.5008,246.4359,309.0891,340.6478,357.8194,377.7756,394.019,410.7265,439.9647,468.2747,500.7615,"mCherry",0,3,5,7,15,10,7,8,8,8,5,3,2
"536","2","Carvedilol","S1831","L1700-07",406.47,"72956-09-3","free base","Adrenergic Receptor","Adrenergic Receptor","","Mammalian","Receptor","Carvedilol is a non-selective beta blocker/alpha-1 blocker with an IC50 of 3.8 muM for inhibition of LDL oxidation.","C12=CC=CC(=C1C3=C(N2)C=CC=C3)OCC(CNCCOC4=CC=CC=C4OC)O",199,"http://www.selleckchem.com/products/carvedilol.html","Neuronal Signaling",2,"g8","ENTER_SCREEN_NAME","Confluency",69.2638,59.17538,59.06508,58.84423,58.45558,57.7169,57.02216,56.63821,56.9642,57.27883,55.79937,55.8145,55.33517,"Sytox Green",31.55865,116.4885,170.3239,246.9,315.5865,372.2064,406.5497,415.3675,430.2186,445.5338,460.385,464.5619,487.3026,"mCherry",4,9,13,14,12,10,11,10,10,9,8,7,6
"537","2","Saxagliptin","S1540","L1700-05",315.41,"361442-04-8","free base","DPP-4","DPP4","Synthetic small molecule","Mammalian","Metabolism-related","Saxagliptin is a selective and reversible DPP-4 inhibitor with IC50 of 26 nM.","C1C2CC3(CC1CC(C2)(O)C3)[C@@H](C(N4[C@@H](C[C@]5([C@]4(C5)[H])[H])C#N)=O)N",199,"http://www.selleckchem.com/products/Saxagliptin(Onglyza).html","Proteases",2,"g9","ENTER_SCREEN_NAME","Confluency",73.50571,63.80294,60.26569,61.36208,60.47009,59.04631,58.41864,57.16084,56.89569,57.30739,55.5151,55.82156,55.65628,"Sytox Green",33.87914,79.82481,134.5883,199.0979,254.3256,291.9175,308.625,324.4043,337.3991,352.7143,381.4884,402.8369,422.329,"mCherry",4,6,8,8,11,14,15,14,13,8,3,6,3
"538","2","Chenodeoxycholic Acid","S1843","L1700-07",392.57,"474-25-9","free base","Others","Other","Metabolite","Mammalian","Metabolism-related","Chenodeoxycholic acid is a naturally occurring human bile acid.","C1[C@H](C[C@@]2([C@](C1)([C@]3([C@@]([C@@H](C2)O)([C@]4([C@](CC3)([C@](CC4)([H])[C@@H](CCC(O)=O)C)C)[H])[H])[H])C)[H])O",201,"http://www.selleckchem.com/products/Chenodeoxycholic-acid.html","Others",2,"g10","ENTER_SCREEN_NAME","Confluency",69.28196,58.87584,57.85579,57.65097,56.24617,55.46156,55.57917,54.28868,53.84789,53.64262,52.66706,52.88146,53.09638,"Sytox Green",35.27143,93.74775,154.5446,224.6233,279.3869,309.0891,323.9402,346.2169,362.9245,383.8089,387.9857,408.8701,420.4726,"mCherry",3,3,4,6,12,12,9,6,4,5,4,4,3
"539","2","AZD8055","S1555","L1700-05",465.54,"1009298-09-2","free base","mTOR","MTOR","Synthetic small molecule","Mammalian","Kinase","AZD8055 is a novel ATP-competitive mTOR inhibitor with IC50 of 0.8 nM with excellent selectivity (∼1;000-fold) against PI3K isoforms and ATM/DNA-PK. Phase 1.","C1(=C(C=CC(=C1)C2=NC3=C(C=C2)C(=NC(=N3)N4[C@H](COCC4)C)N5[C@H](COCC5)C)OC)CO",199,"http://www.selleckchem.com/products/AZD8055.html","PI3K/Akt/mTOR",2,"g11","ENTER_SCREEN_NAME","Confluency",66.64991,58.79046,55.10462,52.74876,50.8453,49.95567,48.38228,47.22343,46.51824,46.30916,45.24654,43.93059,44.16895,"Sytox Green",17.17162,94.21185,156.8651,214.4132,248.2923,288.2047,330.9017,382.4166,437.6442,519.3254,559.7019,611.2167,640.919,"mCherry",1,1,1,2,1,0,0,0,1,4,2,0,0
"540","2","Metoprolol Tartrate","S1856","L1700-07",684.81,"392-17-7","tartrate","Adrenergic Receptor","Adrenergic Receptor","","Mammalian","Receptor","Metoprolol tartrate is a cardioselective Beta-adrenergic receptor blocker with IC50 of 42 ng/mL.","[C@H](C(O)=O)([C@H](C(O)=O)O)O.C1(=C(C=CC(=C1)OCC(CNC(C)C)O)CCOC).C2=C(C=CC(=C2)OCC(CNC(C)C)O)CCOC",146,"http://www.selleckchem.com/products/metoprolol-tartrate.html","Neuronal Signaling",2,"g12","ENTER_SCREEN_NAME","Confluency",62.66836,53.57032,52.28491,52.48932,52.03258,49.81406,50.2808,50.46419,48.75492,48.51047,47.71188,47.45599,47.03016,"Sytox Green",29.23816,96.99644,152.6882,221.3746,270.569,297.4867,319.2993,325.3326,352.7143,365.709,394.019,407.0137,420.9367,"mCherry",6,6,8,7,9,13,10,5,6,3,1,2,3
"541","2","Tazarotene ","S1569","L1700-05",351.46,"118292-40-3","free base","Others","Other","Synthetic small molecule","Mammalian","Other","Tazarotene is a prescription topical retinoid sold as a cream or gel.","C1CC(C2=C(S1)C=CC(=C2)C#CC3=NC=C(C=C3)C(=O)OCC)(C)C",28,"http://www.selleckchem.com/products/Tazarotene(Avage).html","Others",2,"g13","ENTER_SCREEN_NAME","Confluency",65.88712,57.109,55.30059,53.93024,52.71141,52.52747,51.25876,50.68725,49.95104,49.47855,49.49562,48.55079,48.9429,"Sytox Green",22.27669,109.5271,175.429,228.8002,271.4972,288.2047,303.0558,315.1224,333.6863,348.0733,360.1399,390.3062,398.66,"mCherry",2,3,7,11,14,16,14,11,14,12,6,6,4
"542","2","Roxatidine Acetate HCl","S1880","L1700-07",384.9,"93793-83-0","hydrochloride","Histamine Receptor","Histamine Receptor","","Mammalian","Receptor","Roxatidine Acetate HCl is a specific and competitive histamin H2-receptor antagonist; with IC50 of 3.2 muM; inhibits gastric acid secretion and ulcer formation.","C(C1=CC(=CC=C1)OCCCNC(COC(C)=O)=O)N2(CCCCC2).Cl",200,"http://www.selleckchem.com/products/roxatidine-acetate-hcl.html","Neuronal Signaling",2,"g14","ENTER_SCREEN_NAME","Confluency",69.11502,59.03219,57.36331,56.52205,55.22651,55.15191,54.64462,53.54377,53.32624,52.93971,51.99227,52.00214,51.59667,"Sytox Green",21.3485,91.89136,152.6882,216.7337,260.8229,285.4201,303.984,312.8019,341.576,367.1013,384.7371,413.5111,425.5777,"mCherry",1,2,3,9,11,15,10,8,6,5,6,6,6
