BRL-15572,SG+,4.6,4.2,1.9,2.8,1.9,3.2,5.6,7.4,8.8,9.7,13.0,15.3,23.7,17.2,21.3,29.2,49.2,87.7,119.7,154.1,179.1,201.9,233.0,232.0,240.4,mKate2+,242.3,286.3,330.0,393.6,436.3,499.8,550.0,634.9,676.7,704.0,730.0,757.4,799.6,815.4,851.6,840.0,851.6,821.0,850.7,844.7,814.0,828.9,857.7,758.8,738.8,,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.05,0.10,0.12,0.15,0.18,0.20,0.21,0.23,0.25,0.245,6.54
BRL-54443,SG+,2.3,1.9,0.9,3.7,3.7,4.2,2.8,3.7,5.1,7.0,6.5,6.5,9.3,26.5,31.6,29.2,37.6,46.4,72.4,108.6,138.3,162.0,194.9,259.0,302.6,mKate2+,211.2,238.1,260.4,309.6,362.9,409.8,465.0,541.6,598.2,653.4,681.3,701.3,714.7,756.0,779.7,771.8,739.3,803.8,743.0,710.1,766.2,730.0,760.7,709.6,733.3,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.04,0.04,0.05,0.05,0.09,0.13,0.15,0.18,0.20,0.27,0.29,0.292,6.00
Bromfenac Sodium,SG+,10.7,11.6,7.0,7.9,7.4,6.0,8.4,7.0,8.4,8.8,10.2,17.6,20.4,28.3,39.4,59.9,93.7,129.9,163.4,220.4,251.1,264.5,274.7,271.0,288.2,mKate2+,293.3,319.3,377.8,419.5,485.0,544.4,614.5,670.2,725.4,722.1,754.2,736.1,747.2,753.7,764.8,779.2,756.9,727.2,690.1,703.1,675.7,729.1,698.0,661.8,695.7,,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.07,0.11,0.15,0.19,0.24,0.27,0.27,0.28,0.29,0.29,0.293,9.66
Bromhexine HCl,SG+,7.9,7.4,7.0,6.0,5.6,7.4,6.5,7.0,7.9,8.4,13.0,13.9,20.4,22.7,36.2,33.0,59.4,79.8,113.7,153.6,187.5,214.9,251.1,289.1,318.4,mKate2+,245.0,264.5,308.6,365.2,415.4,479.4,554.6,626.1,650.7,703.1,732.8,729.1,734.2,782.0,726.8,779.2,803.8,718.0,816.3,712.4,677.6,652.1,640.9,640.5,607.5,,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.05,0.04,0.07,0.10,0.12,0.18,0.22,0.25,0.28,0.31,0.34,0.344,8.22
Brompheniramine hydrogen maleate,SG+,17.2,14.4,10.7,5.1,3.7,2.3,4.2,5.6,7.9,5.6,7.9,10.7,7.9,14.4,18.1,27.4,55.7,85.9,143.9,177.7,196.8,195.4,203.7,225.1,244.6,mKate2+,219.5,246.4,290.5,343.4,390.3,446.5,523.5,611.7,657.2,719.8,764.8,799.6,834.0,789.0,861.8,862.3,818.7,806.6,776.0,812.2,825.6,729.1,718.0,753.2,738.8,,0.07,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.06,0.10,0.16,0.18,0.19,0.21,0.22,0.23,0.25,0.249,8.04
Broxyquinoline,SG+,9.3,7.4,7.4,4.2,4.2,4.6,7.4,7.4,7.0,9.3,10.2,13.0,11.6,16.2,15.3,20.9,27.4,28.8,43.2,66.8,105.4,140.2,180.1,225.6,265.9,mKate2+,156.9,178.7,217.7,252.5,283.1,329.5,376.4,436.7,503.1,530.9,588.9,637.7,645.6,658.6,679.4,701.7,666.0,669.2,607.5,601.0,630.7,591.7,583.8,619.1,619.1,,0.06,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.04,0.07,0.10,0.14,0.19,0.24,0.27,0.30,0.300,6.68
Brucine,SG+,10.2,11.1,7.4,5.1,4.2,5.1,4.6,7.0,7.0,7.9,10.2,6.5,10.2,16.2,18.1,24.1,41.3,50.6,84.0,107.7,136.4,188.9,224.6,290.1,316.1,mKate2+,175.4,195.4,225.6,263.1,302.6,328.6,392.2,452.5,488.7,544.4,600.5,622.4,688.3,713.8,756.0,822.4,808.0,877.1,874.4,866.0,868.8,884.1,886.9,847.0,870.6,,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.05,0.09,0.11,0.14,0.18,0.20,0.26,0.27,0.266,6.68
BS-181 HCl,SG+,8.8,11.6,14.9,12.1,7.4,6.5,4.6,4.2,7.0,8.8,12.5,13.5,18.1,22.7,33.4,42.7,59.9,76.6,94.2,109.5,117.0,143.4,163.4,189.4,201.0,mKate2+,294.2,282.6,320.2,357.8,400.5,460.8,500.3,565.7,591.7,637.2,697.1,726.8,724.5,769.0,745.8,746.3,773.7,728.2,732.8,754.6,737.0,749.1,712.4,703.6,688.7,,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.07,0.10,0.11,0.13,0.14,0.16,0.19,0.21,0.23,0.226,6.84
BTZ043 Racemate,SG+,0.9,1.9,2.3,4.2,7.4,8.4,7.0,9.3,9.3,9.7,7.0,9.3,12.5,16.7,33.9,27.8,56.2,87.3,129.5,159.6,201.9,226.5,243.2,270.6,276.1,mKate2+,273.4,293.3,337.9,381.5,441.4,504.0,580.6,650.7,695.7,719.8,756.0,759.7,821.9,802.9,759.7,830.3,726.3,720.7,644.6,712.4,614.9,591.3,605.2,565.3,590.3,,0.00,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.04,0.04,0.07,0.11,0.17,0.18,0.25,0.28,0.29,0.32,0.32,0.324,8.32
Budesonide,SG+,7.4,7.4,8.4,5.1,4.2,2.8,3.7,2.8,4.2,4.2,6.5,6.0,8.4,4.2,2.3,3.7,6.0,9.7,20.0,33.0,36.7,45.0,62.7,78.9,91.0,mKate2+,194.9,208.8,238.1,278.0,304.0,358.7,415.4,476.6,535.6,587.1,644.6,694.3,726.8,751.4,769.5,801.0,754.6,783.4,710.1,687.3,607.0,592.2,611.7,601.9,529.1,,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.05,0.06,0.07,0.09,0.12,0.15,0.147,3.22
Bufexamac,SG+,7.9,5.6,6.0,3.7,3.2,2.8,3.7,5.6,3.7,3.7,3.7,4.6,5.1,6.5,9.3,12.1,15.3,16.2,24.6,44.6,42.2,54.3,72.4,90.0,107.7,mKate2+,110.9,110.5,139.7,163.4,183.3,219.1,248.3,284.5,340.2,394.9,437.6,478.5,517.5,579.7,631.2,636.3,673.9,662.7,670.6,704.5,679.9,673.4,648.3,642.3,671.1,,0.07,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.04,0.06,0.06,0.07,0.10,0.12,0.14,0.138,4.14
Buflomedil HCl,SG+,16.2,16.2,10.7,5.1,5.6,4.6,5.6,5.1,3.2,4.2,4.2,7.0,12.5,20.9,20.4,28.8,34.3,57.1,89.6,123.9,152.2,168.0,194.5,246.9,244.1,mKate2+,219.1,254.3,289.1,317.9,387.5,441.4,522.6,583.8,627.0,686.9,741.2,779.2,769.9,768.5,796.4,819.1,802.4,733.7,757.4,755.6,719.4,684.1,675.3,626.1,649.3,,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.07,0.11,0.14,0.17,0.20,0.22,0.28,0.28,0.283,7.62
Bumetanide,SG+,2.3,4.2,5.1,5.6,5.1,3.7,4.2,6.5,6.5,7.9,7.4,9.7,10.7,16.7,14.4,19.5,39.0,65.0,90.5,127.6,169.4,216.3,250.6,275.2,306.8,mKate2+,244.1,247.8,291.9,337.4,403.3,477.1,561.1,487.3,678.0,718.4,765.8,821.0,865.1,823.3,809.4,733.3,724.0,691.5,691.0,721.7,658.1,684.5,610.3,571.8,582.4,,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.09,0.12,0.15,0.20,0.24,0.29,0.32,0.34,0.345,7.42
Bupivacaine HCl ,SG+,14.9,13.9,9.3,4.2,2.8,3.7,3.7,5.6,6.0,10.2,8.4,15.3,21.8,22.7,28.8,39.9,66.8,89.6,112.8,158.7,174.5,203.3,226.9,241.3,253.9,mKate2+,249.2,279.4,325.8,364.3,417.2,479.9,549.5,623.3,675.3,687.8,738.4,742.1,753.2,720.3,802.0,767.6,800.6,698.9,757.4,677.6,648.3,641.8,641.8,675.7,659.0,,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.05,0.08,0.11,0.13,0.19,0.21,0.24,0.26,0.26,0.28,0.278,8.44
Buspirone HCl,SG+,4.2,3.2,1.9,2.3,1.9,1.9,4.6,3.7,4.6,8.8,9.3,7.9,10.7,7.9,6.5,11.1,17.6,25.1,48.3,62.7,86.3,107.2,122.1,136.4,155.5,mKate2+,118.3,142.5,159.2,179.6,216.3,266.9,301.7,349.9,386.1,427.0,476.2,543.9,539.7,568.5,588.9,639.5,633.5,659.5,601.0,692.9,622.4,578.7,646.5,572.2,562.5,,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.07,0.08,0.12,0.16,0.16,0.19,0.22,0.217,5.10
Busulfan ,SG+,11.1,10.7,9.3,6.0,1.4,2.8,6.0,5.6,3.2,4.6,4.2,9.3,10.2,12.1,16.2,29.7,46.9,59.4,87.3,128.6,176.8,210.7,245.0,273.8,307.2,mKate2+,174.0,198.6,226.0,261.8,313.3,344.4,421.9,476.6,527.7,594.0,620.0,660.9,721.7,789.4,780.6,802.9,788.5,755.1,832.6,762.0,765.8,762.0,671.1,689.2,717.5,,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.07,0.09,0.14,0.19,0.22,0.27,0.28,0.30,0.300,7.72
Butein,SG+,5.1,4.2,1.9,0.9,0.5,0.9,1.9,3.2,3.2,5.1,4.2,6.5,10.2,9.3,11.1,21.3,33.9,42.2,67.3,83.1,108.6,139.2,143.4,163.8,186.1,mKate2+,152.2,176.4,198.2,226.5,272.4,336.0,372.2,422.8,469.2,502.2,556.5,585.7,620.5,661.8,660.9,712.4,698.0,731.0,729.6,718.0,679.0,675.3,680.4,678.0,707.3,,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.05,0.05,0.08,0.10,0.14,0.17,0.17,0.19,0.21,0.208,5.32
Butenafine HCl,SG+,14.4,14.4,3.7,1.9,1.4,3.7,2.8,4.2,5.1,8.4,13.0,13.5,11.1,13.9,18.6,35.3,54.8,82.1,115.6,136.9,167.1,209.3,229.3,260.8,280.8,mKate2+,218.1,250.1,299.8,340.6,374.5,432.5,506.3,582.4,640.0,677.1,732.3,774.6,827.0,817.3,803.4,811.2,831.2,803.4,737.5,707.3,711.0,731.4,715.2,727.2,715.6,,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.09,0.14,0.16,0.19,0.22,0.24,0.26,0.28,0.282,7.88
Butoconazole nitrate,SG+,11.1,12.1,8.4,4.6,4.6,4.6,6.0,4.6,4.2,7.9,7.4,10.7,10.2,11.6,14.4,16.2,23.2,34.3,58.0,81.2,103.5,133.2,157.8,206.1,241.3,mKate2+,129.9,139.2,172.6,203.7,241.8,287.7,334.6,392.6,473.8,512.4,542.5,587.5,654.8,627.9,631.6,671.1,707.3,687.3,677.6,665.1,652.5,629.8,644.2,647.4,627.0,,0.08,0.08,0.07,0.06,0.05,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.08,0.11,0.14,0.17,0.20,0.24,0.28,0.278,6.88
Butylscopolamine Bromide,SG+,14.9,13.0,8.4,6.0,3.7,5.6,8.4,9.3,10.2,11.1,14.4,27.4,28.3,31.1,37.1,48.3,60.3,117.0,161.5,193.5,219.1,254.8,274.3,292.4,316.5,mKate2+,266.9,296.6,349.0,410.7,478.9,550.4,621.9,705.4,756.9,782.5,805.7,810.3,798.2,839.1,788.5,772.3,740.2,721.7,682.7,702.2,701.3,672.0,641.8,702.2,668.8,,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.04,0.06,0.08,0.14,0.19,0.22,0.24,0.27,0.30,0.29,0.32,0.321,9.58
BX-795,SG+,7.0,7.9,7.9,5.6,7.0,8.4,22.3,40.4,60.8,86.3,96.5,122.1,136.4,133.7,137.4,142.9,159.2,157.3,151.3,145.3,128.1,125.3,115.6,110.9,101.6,mKate2+,226.0,218.1,226.0,234.4,226.9,236.7,226.0,207.5,205.6,180.5,165.2,146.7,125.8,111.8,100.2,83.1,72.9,63.1,56.2,48.3,48.7,47.3,43.2,41.8,33.9,,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.16,0.23,0.32,0.37,0.45,0.52,0.55,0.58,0.63,0.69,0.72,0.74,0.77,0.77,0.77,0.79,0.79,0.82,0.825,42.06
BX-912,SG+,5.6,7.0,5.6,3.2,3.2,7.0,5.1,7.9,11.6,11.1,15.3,14.4,17.2,20.9,30.2,36.7,60.8,80.8,104.0,146.7,191.2,237.6,271.5,298.9,354.1,mKate2+,220.0,224.2,276.1,324.4,354.1,412.6,478.0,533.7,596.4,631.2,653.4,696.1,737.0,750.4,787.6,773.2,789.9,770.4,814.5,813.6,790.8,765.8,760.2,800.6,732.8,,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.05,0.07,0.09,0.11,0.15,0.19,0.24,0.26,0.27,0.33,0.326,7.62
BYL719,SG+,12.5,13.5,9.7,8.8,12.1,7.9,8.8,9.7,15.3,17.6,20.4,22.3,28.8,40.4,55.7,74.7,83.1,110.0,134.1,159.2,178.2,204.2,231.6,259.4,273.8,mKate2+,269.6,292.8,331.8,361.5,403.8,470.1,532.3,595.9,602.9,663.7,685.9,746.3,774.1,781.1,764.8,780.6,799.6,782.9,813.6,778.8,790.8,763.9,763.4,787.1,839.6,,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.05,0.07,0.09,0.09,0.12,0.14,0.17,0.18,0.21,0.23,0.25,0.25,0.248,8.46
Cabazitaxel,SG+,9.7,10.2,6.0,5.6,12.1,32.5,70.1,131.8,188.4,244.6,261.8,281.2,266.9,277.5,254.8,253.4,236.2,236.7,227.9,215.3,225.6,232.5,225.1,213.0,216.3,mKate2+,230.7,230.7,233.4,234.4,225.6,216.7,198.6,178.2,166.1,159.2,137.8,126.2,122.1,119.7,110.0,113.2,98.9,91.4,90.0,81.7,77.5,80.3,71.9,65.4,63.6,,0.04,0.04,0.04,0.04,0.05,0.13,0.26,0.43,0.53,0.61,0.66,0.69,0.70,0.70,0.72,0.71,0.74,0.75,0.76,0.77,0.78,0.78,0.80,0.81,0.82,0.816,51.72
"Cabozantinib (XL184, BMS-907351)",SG+,2.8,3.2,5.6,10.2,10.2,12.1,12.5,11.1,14.4,15.8,16.7,21.8,37.6,53.8,79.8,98.9,114.6,123.5,163.4,196.8,220.4,254.8,296.1,321.6,354.6,mKate2+,216.3,213.5,235.8,261.8,273.4,291.0,331.4,352.7,371.3,407.0,422.8,480.3,490.6,494.7,505.4,496.6,513.8,540.2,536.5,535.1,535.1,569.0,566.7,580.1,563.4,,0.01,0.01,0.02,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.07,0.10,0.14,0.17,0.18,0.19,0.23,0.27,0.29,0.31,0.34,0.36,0.39,0.386,12.92
Caffeic Acid,SG+,15.8,15.8,8.4,6.5,6.5,7.9,8.8,7.9,8.8,9.3,12.5,19.5,26.9,28.8,27.8,59.9,78.0,109.5,149.4,178.7,231.1,252.9,272.9,290.1,312.3,mKate2+,267.8,291.0,361.5,398.7,463.6,524.9,600.1,679.4,734.7,757.9,745.3,775.0,793.1,812.6,768.1,792.7,751.4,722.1,720.7,656.7,716.1,646.5,643.7,670.6,649.3,,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.07,0.09,0.13,0.17,0.21,0.24,0.28,0.30,0.30,0.32,0.325,9.60
Caffeic Acid Phenethyl Ester,SG+,2.3,2.3,1.4,0.9,1.4,4.2,3.2,7.0,8.4,6.0,9.7,10.7,16.7,16.7,20.0,22.3,41.3,60.8,86.8,122.1,170.3,220.0,260.4,336.0,403.8,mKate2+,210.7,225.6,258.0,319.3,359.2,404.7,467.8,534.6,611.7,659.0,705.9,745.8,814.5,810.8,833.1,785.3,827.5,749.5,706.4,726.8,701.7,638.1,699.4,638.1,631.2,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.05,0.08,0.11,0.14,0.20,0.26,0.27,0.34,0.39,0.390,7.40
"CAL-101 (Idelalisib, GS-1101)",SG+,19.5,18.6,9.7,10.2,8.4,11.6,13.0,12.5,16.7,13.5,11.1,16.7,16.7,12.5,22.3,39.0,64.0,84.5,105.8,121.6,144.3,167.5,199.1,235.8,270.1,mKate2+,231.1,244.1,258.5,304.0,351.3,400.5,430.7,481.3,540.7,597.8,634.4,669.7,695.2,691.5,737.5,725.8,737.5,797.3,813.6,798.2,784.8,795.0,789.4,766.7,727.2,,0.08,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.08,0.10,0.12,0.13,0.16,0.17,0.20,0.24,0.27,0.271,8.06
Calcifediol,SG+,8.4,9.3,10.7,8.8,6.0,6.0,6.5,7.4,6.5,7.0,5.6,6.0,13.0,11.6,12.5,18.1,25.5,35.3,49.7,73.8,115.6,146.2,187.0,219.5,258.0,mKate2+,228.8,231.1,262.7,309.1,356.0,412.6,478.9,530.0,562.0,600.1,626.5,645.1,737.5,789.4,774.6,679.4,767.2,732.3,741.2,691.0,643.2,693.4,639.1,685.0,622.8,,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.05,0.06,0.10,0.15,0.17,0.23,0.24,0.29,0.293,6.30
Calcitriol,SG+,5.1,6.0,5.1,3.7,3.7,3.7,4.6,4.6,3.2,4.6,5.1,9.3,10.2,20.9,23.2,22.3,27.4,35.7,54.8,66.8,73.3,77.0,115.1,136.4,147.1,mKate2+,220.9,236.2,269.2,313.7,369.4,421.9,486.8,543.5,581.1,602.4,632.1,636.7,698.5,709.1,653.0,665.5,676.7,608.4,592.7,586.2,546.2,552.7,516.1,494.7,513.3,,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.04,0.06,0.08,0.10,0.12,0.12,0.18,0.22,0.22,0.223,5.16
Calcium Gluceptate ,SG+,0.5,0.9,0.9,0.0,0.5,1.9,1.9,3.7,4.2,5.6,8.4,8.8,8.8,15.8,17.6,20.4,16.7,35.3,48.7,74.3,97.0,115.6,147.1,173.1,175.4,mKate2+,181.9,199.1,227.9,255.7,277.1,325.3,373.6,445.5,478.5,521.6,579.7,616.3,581.5,593.6,654.8,778.8,715.6,768.1,679.0,710.5,709.6,722.6,655.8,687.3,648.8,,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.04,0.07,0.09,0.12,0.14,0.18,0.20,0.21,0.213,4.54
Camostat Mesilate,SG+,2.3,2.8,4.2,5.1,5.6,5.6,3.7,7.9,8.8,13.5,16.2,16.7,21.3,24.1,33.9,53.8,67.3,92.4,134.1,188.0,226.0,234.4,259.9,267.3,298.0,mKate2+,229.7,265.0,309.1,358.7,406.1,466.9,531.9,569.4,624.7,660.4,679.4,754.2,705.9,730.5,702.6,748.1,763.9,751.8,770.9,674.3,663.7,631.2,626.1,656.7,675.7,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.05,0.07,0.08,0.11,0.15,0.22,0.25,0.27,0.29,0.29,0.31,0.306,8.56
Camptothecin,SG+,4.6,5.6,6.0,7.0,12.1,8.4,6.5,10.2,25.5,42.2,65.4,93.7,135.1,161.5,191.2,223.2,260.4,278.9,310.5,319.8,323.9,322.5,328.6,316.5,303.1,mKate2+,256.2,244.1,249.7,247.8,253.4,258.0,264.1,252.9,253.4,252.9,254.8,248.3,243.2,226.5,211.2,189.8,171.7,156.4,131.8,122.5,102.6,86.8,71.0,58.5,50.1,,0.02,0.02,0.02,0.03,0.05,0.04,0.04,0.05,0.09,0.14,0.20,0.27,0.36,0.42,0.48,0.54,0.60,0.64,0.70,0.72,0.76,0.79,0.82,0.85,0.87,0.868,36.30
Canagliflozin,SG+,2.8,2.3,0.9,4.6,5.6,6.0,4.6,7.9,13.9,12.1,12.5,19.0,15.8,19.5,21.8,22.3,31.1,50.6,86.3,116.5,157.8,194.5,231.1,256.6,284.0,mKate2+,206.1,231.6,276.6,316.1,364.3,430.7,492.9,541.6,613.1,655.8,672.9,706.8,758.3,707.7,725.4,683.2,777.8,645.6,665.1,693.4,712.4,653.4,656.2,647.0,627.5,,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.03,0.04,0.07,0.11,0.14,0.18,0.23,0.26,0.28,0.31,0.312,7.00
Candesartan ,SG+,10.7,9.7,9.3,5.6,0.9,1.9,3.7,4.6,5.6,6.5,12.1,9.3,20.9,18.1,23.2,38.5,52.4,65.0,99.3,150.8,179.6,195.8,223.7,254.3,273.8,mKate2+,224.6,248.8,298.0,335.5,388.9,435.3,498.4,567.1,631.2,664.6,690.6,751.8,734.2,819.6,820.1,803.8,854.4,818.7,833.5,782.5,787.1,792.2,707.3,698.0,719.8,,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.05,0.06,0.07,0.11,0.16,0.19,0.20,0.24,0.27,0.28,0.276,7.46
Candesartan Cilexetil,SG+,13.9,11.6,13.0,7.4,5.6,3.7,6.0,5.6,3.7,4.2,3.2,5.1,10.7,12.1,17.2,31.1,57.5,83.5,87.7,116.0,154.5,178.2,196.8,229.7,256.6,mKate2+,222.8,245.5,277.5,336.0,388.9,435.8,489.6,556.5,610.3,666.4,718.0,726.3,767.2,811.7,843.3,809.9,854.9,834.9,771.8,791.3,768.1,732.8,698.5,723.1,749.1,,0.06,0.05,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.09,0.10,0.13,0.17,0.20,0.22,0.24,0.26,0.255,7.20
Canertinib (CI-1033),SG+,7.0,9.7,11.6,6.0,6.5,4.6,5.6,5.6,8.4,11.1,11.1,9.3,13.5,21.8,33.0,35.7,44.6,55.7,64.5,96.1,140.6,165.7,213.5,253.9,317.4,mKate2+,254.8,247.8,272.4,293.8,329.0,387.5,427.9,463.2,517.5,573.6,604.7,655.3,700.8,711.9,657.2,749.1,731.4,689.6,716.1,655.8,590.8,659.9,603.3,627.9,598.2,,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.05,0.06,0.07,0.08,0.13,0.19,0.20,0.26,0.29,0.35,0.347,7.72
Capecitabine ,SG+,6.5,7.9,10.7,6.5,6.0,7.0,7.0,6.5,9.7,11.1,9.7,13.5,15.3,17.6,23.2,21.8,39.4,63.1,110.5,142.0,166.6,197.2,252.5,274.3,290.5,mKate2+,298.0,312.3,355.0,419.1,479.4,547.6,634.9,682.7,732.3,746.3,734.7,757.4,725.4,727.2,624.2,602.4,642.3,562.5,572.2,536.5,500.8,481.7,539.3,501.2,563.4,,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.04,0.04,0.06,0.10,0.16,0.21,0.25,0.29,0.32,0.35,0.34,0.354,8.96
Captopril,SG+,8.4,9.3,6.5,3.2,2.8,3.7,4.6,3.2,5.1,4.6,8.8,13.0,10.7,15.3,32.0,45.5,66.4,79.8,119.3,168.9,226.0,246.9,272.0,269.6,280.3,mKate2+,270.6,302.6,349.5,417.2,467.8,533.7,607.5,696.1,706.8,743.5,802.4,817.3,863.2,858.6,788.5,771.3,776.0,763.0,741.2,660.9,691.0,653.4,668.3,641.8,647.9,,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.04,0.06,0.08,0.09,0.14,0.20,0.25,0.27,0.29,0.30,0.30,0.302,8.46
Carbadox,SG+,5.6,4.2,2.3,2.3,2.3,2.3,4.2,3.7,4.2,3.7,6.0,7.0,6.0,5.1,9.7,13.5,15.8,22.3,37.1,71.0,80.8,114.6,149.4,179.6,212.1,mKate2+,130.9,145.3,163.8,197.2,225.6,264.1,323.9,375.5,424.2,454.8,511.0,546.2,579.2,585.2,632.6,662.3,664.1,717.5,718.4,725.8,718.9,680.4,657.6,654.4,696.1,,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.05,0.09,0.10,0.14,0.19,0.22,0.23,0.234,4.98
Carbamazepine ,SG+,9.7,10.2,7.0,5.1,4.2,3.7,2.8,2.8,4.6,5.6,8.8,10.7,7.9,13.9,21.3,24.1,52.0,96.5,114.2,148.0,161.0,182.4,198.2,209.3,232.5,mKate2+,239.9,258.5,285.4,349.5,392.6,444.1,482.7,560.2,610.3,637.7,672.9,724.9,782.9,786.6,784.8,834.9,781.5,795.9,754.6,797.8,723.1,685.5,693.8,697.5,755.1,,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.06,0.11,0.13,0.16,0.18,0.21,0.22,0.23,0.24,0.235,7.12
Carbazochrome sodium sulfonate (AC-17),SG+,5.6,6.0,4.6,4.2,2.8,0.9,1.9,2.3,2.3,6.0,6.0,7.0,14.4,15.3,20.9,32.0,34.3,52.0,76.1,103.0,116.0,146.7,158.7,174.5,193.5,mKate2+,189.4,213.0,236.2,281.7,320.7,369.4,417.2,458.5,531.4,567.1,636.7,669.2,691.0,703.1,783.4,760.2,810.3,801.0,843.3,792.7,794.1,797.3,825.2,766.7,818.7,,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.04,0.04,0.06,0.08,0.12,0.13,0.16,0.16,0.19,0.19,0.191,5.32
